#continuous	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
conditions	EXP0	EXP1	EXP2	EXP3	EXP4	EXP5	EXP6	EXP7	EXP8	EXP9	EXP10	EXP11	EXP12	EXP13	EXP14	EXP15	EXP16	EXP17	EXP18	EXP19	EXP20	EXP21	EXP22	EXP23	EXP24	EXP25	EXP26	EXP27	EXP28	EXP29	EXP30	EXP31	EXP32	EXP33	EXP34	EXP35	EXP36	EXP37	EXP38	EXP39	EXP40	EXP41	EXP42	EXP43	EXP44	EXP45	EXP46	EXP47	EXP48	EXP49	EXP50	EXP51	EXP52	EXP53	EXP54	EXP55	EXP56	EXP57	EXP58	EXP59	EXP60	EXP61	EXP62	EXP63	EXP64	EXP65	EXP66	EXP67	EXP68	EXP69	EXP70	EXP71	EXP72	EXP73	EXP74	EXP75	EXP76	EXP77	EXP78	EXP79	EXP80	EXP81	EXP82	EXP83	EXP84	EXP85	EXP86	EXP87	EXP88	EXP89	EXP90	EXP91	EXP92	EXP93	EXP94	EXP95	EXP96	EXP97	EXP98	EXP99
G44	0.900347645	0.843857977	0.506842968	0.77646359	0.469296695	0.435190156	0.424635873	0.364832705	0.465232182	0.004298079	0	0.048528758	0.897741903	0	0.546110339	0.471651553	0.078682961	0.826947963	0.441580521	0.861539672	0.507366292	0.422881841	0.465948927	0.458718958	0.766151933	0.533680671	0.895466706	0.299206153	0.814701755	0	0.782951529	0	0.61529712	0.201663504	0.607857964	0.433692802	0.387086769	0.918351968	0.749711275	0.9041241	0.527808499	0.065914978	0.094838402	0	0.761029521	0.797817706	0.514311238	0.008106916	0	0.179455637	0.51820186	0.687373184	0.509567914	0.147121319	0.413489149	0.485632226	0.386792484	0.301839955	0.766076351	0.87446285	0.364768107	0.726712869	0.45299859	0.155502099	0.445642979	0.808805831	0.618742286	0.330266636	0.375438442	0.383768792	0.813511491	0.125539275	0.653998522	0.081889903	0	0.473984938	0.005369238	0.605963013	0.795909466	0.866649532	0.245876919	0.256901783	0.664513644	0.088271657	0.891656877	0.49216807	0.862794913	0.844588629	0.486861108	0.066384166	0.081362353	0.003938515	0.385636431	0.301270023	0.535639659	0.464144589	0.846151719	0.2194561	0	0.009075185
G45	0.839509732	0.782145163	0.503645569	0.826856892	0.453540469	0.362032573	0.385705273	0.413168638	0.495039951	0.045730854	0	0.1384388	0.962049079	0.002592148	0.581276918	0.547989717	0.147358941	0.860229377	0.448733566	0.810521066	0.47149853	0.480485521	0.462204371	0.339468375	0.754886368	0.352781131	0.849761624	0.153555023	0.865113706	0.0782613	0.811245758	0	0.639462522	0.287874413	0.694926008	0.404988937	0.316177151	0.892141025	0.793525885	0.860109013	0.105239166	0.101983775	0.114121251	0.405426958	0	0.837671499	0.520544482	0.078259316	0.075794808	0.027921663	0.484755086	0.655545076	0.507258618	0.145639702	0.47198587	0.469271072	0.331275091	0.276096347	0.736924114	0.804570604	0.248110392	0.603701072	0.41785798	0.139902371	0.363018302	0.807102594	0.57390876	0.473242462	0.420707489	0.313844709	0.909327912	0.136496816	0.692246839	0.154938136	0.019413015	0.439308339	0.02145357	0.693918287	0.896928948	0.857900289	0.33617652	0.185160838	0.688090647	0.048597927	0.904601369	0.371853984	0.855510871	0.882314066	0.4471835	0.018648485	0.047214549	0.095583593	0.279796065	0.222312977	0.598172255	0.408359042	0.847276736	0.2616608	0	0.002336238
G46	0.796589844	0.767405461	0.522194577	0.768307185	0.479657318	0.483273579	0.354931823	0.429626159	0.404092407	0.050546422	0.04163431	0.145024959	0.829606477	0.010329074	0.613241393	0.465371947	0.135481164	0.85880587	0.452767209	0.80272868	0.505978863	0.453242237	0.466559726	0.386534019	0.752732702	0.472410476	0.777900348	0.118917687	0.90301658	0.068147232	0.761436221	0	0.521106359	0.243571545	0.632503715	0.413517952	0.487065726	0.877549885	0.787236717	0.878072846	0.615302078	0.111829095	0.102539223	0.357746436	0.893695523	0.063122728	0.469194439	0.106313285	0	0.100729503	0.512470496	0.661259475	0.457383553	0.044874836	0.429709068	0.318115638	0.42057593	0.241951256	0.685795884	0.78824352	0.39063703	0.718662471	0.458680566	0.142747242	0.407757039	0.903065858	0.534530932	0.369664332	0.289716332	0.394464108	0.876395631	0.047459299	0.601865035	0.182163057	0.05190595	0.383624258	0.053129314	0.613778758	0.803485482	0.90931831	0.269046729	0.235477664	0.663033948	0.014725159	0.802069513	0.410295545	0.898587171	0.855946656	0.347823582	0.076190259	0.010153105	0.099431576	0.355264142	0.257955514	0.572577458	0.526839626	0.854008927	0.259028606	0.032721524	0
G47	0.900524642	0.871505389	0.533783838	0.839345793	0.486364802	0.453282352	0.355992846	0.394675828	0.431674335	0	0	0.097599404	0.79144786	0	0.61318992	0.45603932	0.032789752	0.826773874	0.518803482	0.871812809	0.459788724	0.478620592	0.475189579	0.367733005	0.810406089	0.493518296	0.90717278	0.187004168	0.818816793	0.121532385	0.797330347	0.092952301	0.540580174	0.240967356	0.681066034	0.440908232	0.344491968	0.873368596	0.849607502	0.851903604	0.560956867	0.101815982	0.050412247	0.421040144	0.873624041	0.78976626	0.033054999	0.129205859	0.020706546	0.078115367	0.567304275	0.729622995	0.484746208	0.090443261	0.360647974	0.405913903	0.380090305	0.278077284	0.710268282	0.803063048	0.300880709	0.677109542	0.382982737	0.232442401	0.403767359	0.916893354	0.549524939	0.426670246	0.346321996	0.454009621	0.836089333	0.099024571	0.600093803	0.1537181	0.124425168	0.384942854	0.004783931	0.580587336	0.843340212	0.862008963	0.236456637	0.15624806	0.684522797	0.010489607	0.867400482	0.430917665	0.90319621	0.838899438	0.353348668	0.057183717	0.087229538	0.054778115	0.303577064	0.245855252	0.561247663	0.497332898	0.860548535	0.210628974	0.027848068	0.028926452
G48	0.833090363	0.733206928	0.481467416	0.787288398	0.414873762	0.459328248	0.498205963	0.327087633	0.414863735	0.008432598	0	0.179580414	0.864291255	0	0.531890359	0.439512219	0.034078283	0.909100338	0.430041279	0.888624428	0.517488912	0.355649773	0.480568675	0.400735768	0.748521352	0.410499196	0.79215501	0.145251094	0.882155277	0.135842371	0.808356378	0.038220282	0.675248143	0.193423515	0.672041887	0.430085619	0.30134244	0.811184571	0.797731643	0.870960056	0.641596034	0.148981584	0.139457835	0.470818221	0.791530991	0.871699155	0.512990778	0	0.064258104	0.052692543	0.541049066	0.639137292	0.494342607	0.084354821	0.418627296	0.398101265	0.453019666	0.293377709	0.711164385	0.760322369	0.245710737	0.672264435	0.395649081	0.273061777	0.351101077	0.78512642	0.522378227	0.43274573	0.40098742	0.431005325	0.851460892	0.021206557	0.642285205	0.15569728	0.072344376	0.458296436	0.072599529	0.65224618	0.74286988	0.855825618	0.190204001	0.234675049	0.599671399	0.0970043	0.805873197	0.374911423	0.811112641	0.814720113	0.414192468	0.015654922	0	0.053442528	0.304182132	0.32115887	0.686932705	0.427834302	0.853599305	0.280182369	0	0
G49	0.843124866	0.847532917	0.579219267	0.869330117	0.445229559	0.460055286	0.408792178	0.352615872	0.487378263	0.016330075	0.00586711	0.134455711	0.83300627	0.047273024	0.61768073	0.502054486	0.159520678	0.835312311	0.471091973	0.872330415	0.4743959	0.417877281	0.489812274	0.424619772	0.727292478	0.425788018	0.901310968	0.188889111	0.857099405	0.080119001	0.755989815	0.039115378	0.603137804	0.397183418	0.703260003	0.33665532	0.241151256	0.881211097	0.805693636	0.876863518	0.668146494	0.11122484	0.103935197	0.464861298	0.841502929	0.902424442	0.473942485	0.001226459	0	0	0.54968336	0.66569051	0.516776945	0	0.499675155	0.367297536	0.433838667	0.284515246	0.733695204	0.8494137	0.415087172	0.675587418	0.484209789	0.161733041	0.367875728	0.880077011	0.486937517	0.436758284	0.363579708	0.411240356	0.808352738	0.109672877	0.618823371	0.192350688	0.028310754	0.451385865	0.013731731	0.657455884	0.827350258	0.797270375	0.334676489	0.248661569	0.566806281	0.087922093	0.830498231	0.42507212	0.769204614	0.857598303	0.4151563	0	0.070345913	0.04289706	0.305901169	0.214662222	0.635493215	0.412183309	0.930933313	0.263284048	0.064023006	0.024802524
G50	0.89425623	0.787734324	0.536195076	0.750215457	0.40216918	0.473108616	0.434398803	0.328224204	0.479121423	0.042524948	0	0.073042593	0.835837749	0.014540862	0.654771848	0.473306205	0.08637957	0.876668488	0.434639305	0.846389119	0.506746929	0.446856865	0.43880988	0.359341507	0.77362985	0.476647701	0.827294803	0.173265144	0.806557919	0.002682064	0.717669532	0.091187932	0.528503929	0.23060023	0.706205242	0.342755921	0.27439388	0.861609949	0.769147265	0.805055663	0.619248879	0.020518425	0.144795317	0.384192982	0.808179768	0.907508126	0.489464381	0.063075489	0.079622993	0.005767638	0.558038092	0.668893679	0.469671964	0.116837156	0.436823941	0.49099084	0.392497164	0.273394094	0.806052392	0.926704646	0.278679947	0.585134735	0.417939674	0.089781086	0.370221089	0.876764405	0.549599957	0.418459651	0.33309356	0.397801648	0.869860908	0.056570827	0.633728195	0.083894731	0.069697605	0.423139549	0	0.670420813	0.832740492	0.871192768	0.2260193	0.261844919	0.573966014	0.073474547	0.809853755	0.304614029	0.812973754	0.816049555	0.405704568	0	0.132629459	0.111637553	0.302541191	0.422344775	0.581174171	0.405181181	0.810648237	0.171671661	0.024929513	0
G51	0.885828673	0.813707897	0.468188719	0.830993041	0.442399593	0.481065694	0.927457993	0.379852532	0.353632472	0.016470178	0.001935739	0.097361873	0.777599512	0.049353914	0.640175293	0.434144172	0.091229895	0.842257357	0.365282533	0.791216001	0.494582359	0.383721635	0.520140129	0.432544975	0.7037422	0.427013465	0.870884182	0.139497361	0.857112327	0.132609773	0.80749219	0.079092566	0.605617488	0.300213833	0.691823611	0.432542735	0.210154929	0.801836789	0.847723372	0.818617902	0.649833742	0	0.108603991	0.436094893	0.798937003	0.84027061	0.383393116	0.103661652	0.933626219	0.443362322	0.056253006	0.308935166	0.348796806	0.825965854	0.433160243	0.484536178	0.428904972	0.683785654	0.729965514	0.872671872	0.298736698	0.678947382	0.482553276	0.179226042	0.412802425	0.846347281	0.529685439	0.405308954	0.397680623	0.445650716	0.884677612	0	0.589686134	0.144361643	0.910342001	0.41294296	0.005937698	0.681022374	0.46458537	0.808595554	0.205798082	0.287741751	0.597836407	0.055394002	0.842658373	0.372127951	0.936216703	0.870494768	0.412346082	0	0.101380928	0.046003349	0.34026915	0.282138976	0.553635335	0.428271635	0.841481967	0.266773782	0.034929756	0.907885747
G52	0.816821287	0.809811696	0.529873987	0.802934594	0.485193531	0.428048848	0.496970384	0.340100193	0.364417907	0.004861306	0.01499422	0.035818058	0.816375407	0.032300299	0.555440267	0.435772209	0.016602054	0.860991202	0.435550101	0.819079708	0.506144992	0.295023124	0.501424221	0.382158083	0.74300364	0.543828576	0.865655156	0.233436412	0.826321483	0.064862451	0.764324665	0.055391708	0.505413538	0.239523721	0.625908288	0.359537066	0.277915285	0.867650289	0.761810683	0.853182085	0.619119989	0.04406211	0.104147788	0.475885321	0.871929009	0.881771877	0.393076866	0.061293157	0.086490406	0.143610499	0.523835279	0	0.433252141	0.117609899	0.396647239	0.420238871	0.422066857	0.231174973	0.620004761	0.905999924	0.315376131	0.664773612	0.433560963	0.165083939	0.478275243	0.842974635	0.571123388	0.421652846	0.339725884	0.325016644	0.8055319	0.029709805	0.57467704	0.161366419	0.057239198	0.444090927	0.102910592	0.560755321	0.823114273	0.915043818	0.344007948	0.261106966	0.661817467	0.050663465	0.82690119	0.370426016	0.905578254	0.839883906	0.470340315	0.017476255	0.099530659	0.080308331	0.340952927	0.314100148	0.635611756	0.409423142	0.821709431	0.258572419	0.066095029	0
G53	0.92046089	0.758496374	0.544501113	0.797138241	0.496391959	0.48833586	0.388671048	0.334912451	0.407473817	0.101483293	0.040039547	0.193498662	0.800918901	0.058882772	0.539343055	0.523863144	0.125325356	0.851817688	0.388773438	0.788524611	0.499286616	0.412164104	0.398023822	0.431326912	0.791222817	0.440965671	0.900063238	0.260226311	0.868932081	0.063911009	0.818196913	0	0.344169124	0.306859262	0.627934288	0.353613377	0.264900266	0.875079484	0.843534476	0.872186341	0.562041803	0	0	0.452406214	0.777000301	0.844752329	0.487211272	0.051196155	0.045279153	0.071527526	0.563663845	0.633374177	0.004389794	0.090159801	0.349643005	0.429282405	0.401756525	0.237658483	0.770628725	0.873856841	0.292197916	0.634694259	0.421702633	0.156938004	0.436410032	0.82325832	0.570219344	0.495885779	0.35245632	0.324650837	0.885476631	0.45534396	0.565666492	0.162156165	0.013030972	0.465980105	0.01754326	0.720968849	0.841962219	0.859670007	0.480320559	0.211020762	0.665410521	0.054024888	0.84900925	0.442402044	0.790460926	0.747260954	0.45429429	0.041662608	0.011107873	0.119589967	0.376493598	0.268291717	0.585253763	0.41155629	0.767796128	0.336533945	0	0.018108361
G54	0.811225543	0.860823141	0.533592165	0.830562937	0.444279986	0.474911734	0.416860952	0.31459441	0.38347381	0	0	0.090044156	0.852765027	0	0.536430787	0.468980141	0.053504908	0.81150248	0.436749106	0.915113203	0.531611691	0.475176094	0.528407745	0.458091477	0.824189814	0.514098265	0.856568547	0.152694233	0.850752855	0.100324671	0.761257117	0	0.594824919	0.286717606	0.688800264	0.308412946	0.309921617	0.914197497	0.844071127	0.819191129	0.560633773	0.146258553	0.096120041	0.405986287	0.861150241	0.875119543	0.479994825	0.071604617	0.010512654	0.032397457	0.608531994	0.643481169	0.536449061	0	0.519532726	0.425359572	0.342232782	0.295337442	0.710996641	0.836355305	0.284767987	0.656153502	0.374889247	0.244866132	0.371874805	0.830306464	0.527990002	0.446494188	0.423457489	0.396683629	0.875800877	0.195718998	0.621193439	0.137810704	0.054031577	0.462635642	0.111089084	0.588662654	0.766640606	0.878523102	0.234727838	0.322213884	0.659851259	0.030599945	0.882740034	0.343282767	0.772165748	0.813740792	0.406393777	0.101098506	0.117320325	0.172587414	0.319061125	0.19879615	0.627314418	0.468292659	0.896196136	0.246584032	0.047955429	0.080313424
G55	0.86041089	0.885493566	0.517535243	0.857028224	0.481816225	0.520813146	0.782547991	0.376654316	0.556129942	0.127742711	0	0.090075402	0.841666593	0.034890868	0.573196837	0.530956476	0.026688766	0.80788061	0.497317853	0.863436105	0.513142368	0.418085584	0.563467095	0.475283602	0.649637349	0.456913122	0.860921229	0.194831155	0.859965396	0.12791988	0.700499396	0.015325184	0.450129411	0.291786376	0.706063351	0.392752335	0.290309213	0.836665493	0.827959521	0.82358043	0.602196052	0.001916088	0.101078404	0.340542352	0.891328242	0.911149597	0.366725756	0.008611247	0.840401673	0.507693929	0.022037374	0.140964882	0.103124507	0.796631524	0.014852935	0.514919752	0.360197941	0.23194968	0.758350908	0.895522259	0.158564645	0.608801115	0.448082408	0.167742986	0.400428978	0.889980356	0.521652436	0.465160534	0.308904016	0.426784702	0.807670028	0.414338998	0.741088598	0.217068304	0.392092498	0.18687838	0.018390393	0.742292669	0.495753528	0.842529837	0.453583211	0.276465042	0.837458412	0.071567189	0.980373569	0.475376798	0.881111044	0.923822541	0.415614192	0	0.06308083	0.058783192	0.301333668	0.266266236	0.582661656	0.446946927	0.86733457	0.186044622	0.034632707	0.717188659
G56	0.778893617	0.765885101	0.432764126	0.824918218	0.504064336	0.484711831	0.435049394	0.365801097	0.436037667	0.080760966	0	0.091655032	0.81613569	0.009573989	0.713775946	0.426963052	0.066355847	0.861731053	0.329892546	0.786623301	0.484351814	0.407042812	0.3937498	0.373346065	0.82645718	0.471407253	0.87048806	0.20427784	0.916129789	0.082836145	0.885688996	0.046017518	0.596775548	0.25942966	0.901431926	0.348465019	0.197709784	0.8783248	0.757590342	0.849589251	0.691612758	0.016045322	0.10079322	0.447844978	0.803320209	0.81437916	0.464235239	0.07510464	0.101949825	0.088743304	0.498782666	0.649425964	0.58351813	0.122936469	0.461243805	0	0.576409521	0.318637352	0.698793042	0.837412057	0.338059784	0.822393377	0.44416794	0.161659466	0.38830818	0.935537264	0.806260955	0.417501961	0.390868932	0.418589726	0.905235415	0.03093673	0.586403603	0.199661322	0	0.459217241	0.015436389	0.603332917	0.805312102	0.874446622	0.325364792	0.214653973	0.701665255	0.025859043	0.857391417	0.358921569	0.897391403	0.818055451	0.464877874	0.085371429	0.123367464	0.067162604	0.379115076	0.243506409	0.674157957	0.460085619	0.818301033	0.211634487	0	0.060857364
G57	0.923623947	0.874814221	0.514339725	0.844834187	0.424729949	0.478058154	0.453177689	0.416838819	0.402039534	0.112822787	0	0.138247837	0.799441505	0.034619203	0.564060241	0.464390761	0.064579185	0.801361551	0.416845754	0.882130234	0.53484375	0.442599145	0.407481479	0.417161748	0.736025978	0.468876086	0.841487612	0.143358378	0.834613418	0.068668031	0.841392733	0.116821697	0.483301869	0.342358605	0.648994175	0.388788174	0.240415765	0.854725982	0.83801423	0.869748863	0.665400497	0.089126043	0.139440985	0.489303862	0.910076273	0.912765936	0.44207319	0.094823683	0.05478017	0.14995946	0.579162042	0.665140934	0.52735726	0.079139314	0.388606679	0.445838359	0	0.321887512	0.637011533	0.868878664	0.241898054	0.641417843	0.456466252	0.180567107	0.367892902	0.919241845	0.587837834	0.408532212	0.422617503	0.362985659	0.857232158	0.055528022	0.582318707	0.189807966	0.08732132	0.468075139	0	0.573252702	0.838772253	0.867954297	0.23016275	0.219565624	0.669989548	0	0.849187052	0.299881417	0.798915429	0.853307503	0.46780011	0.027854745	0.082024834	0.002697891	0.345188188	0.337949307	0.564191523	0.532040162	0.878938896	0.197390474	0	0
G58	0.845263562	0.886519107	0.590656833	0.844457071	0.466744144	0.445108218	0.417541336	0.393852482	0.363627426	0	0.035598968	0.061341118	0.862261367	0.026271967	0.541176856	0.462360323	0.107046938	0.888151077	0.425486181	0.77421406	0.449188149	0.406163347	0.420524854	0.323848127	0.73073464	0.42866947	0.754367514	0.13687471	0.866634379	0.096292104	0.844768121	0.1003621	0.507827751	0.221373519	0.629299353	0.392732363	0.329513677	0.822487381	0.774391363	0.856404867	0.570559841	0.071947642	0.137586876	0.32493703	0.88134665	0.867525504	0.494449246	0.105417192	0.07809133	0.033234018	0.477671448	0.751645467	0.47357038	0.130364221	0.450903559	0.430071116	0.462616679	0.014020481	0.699259923	0.877648866	0.267064655	0.642683997	0.398573037	0.225546491	0.352608672	0.830519807	0.505805894	0.399839018	0.373320196	0.374551072	0.797220952	0.007491991	0.641891496	0.119452044	0.02807611	0.420869015	0.026917382	0.728880086	0.857760838	0.848779968	0.24899822	0.228182875	0.569644162	0.077922719	0.752687878	0.447453582	0.943351942	0.944562914	0.513289226	0	0.102899374	0.066082088	0.313335086	0.273592878	0.621258775	0.485125787	0.821998298	0.304878018	0	0.121704673
G59	0.877330451	0.843831475	0.539214539	0.779919443	0.432631087	0.548868846	0.437653984	0.417632476	0.517080124	0.002649224	0.018137534	0.13432876	0.838110421	0	0.582767608	0.456810278	0.072191304	0.902857138	0.442743854	0.86810873	0.496096896	0.444546981	0.377075157	0.429876649	0.787483342	0.466406668	0.819148337	0.182291668	0.857738643	0.103375632	0.738539476	0	0.702701773	0.263507731	0.684065831	0.405089772	0.321762066	0.853674488	0.858478141	0.818539873	0.704641321	0.057513527	0.138747135	0.343101092	0.845878801	0.866290151	0.429594783	0.009365796	0.043740762	0.033293374	0.545022539	0.668693057	0.468972659	0.084035558	0.504439057	0.468101155	0.43157202	0.279621306	0	0.891186471	0.337520513	0.73883522	0.509202177	0.166131644	0.399750046	0.774456242	0.509776883	0.457686235	0.395774079	0.381122607	0.881212564	0.028047687	0.633178567	0.170715863	0.03891699	0.454753661	0.005173782	0.645946852	0.868565103	0.836856883	0.345670545	0.20928484	0.591877871	0.146147069	0.872139658	0.429036153	0.886784277	0.886718291	0.446538984	0	0.076088631	0.097519871	0.389916796	0.289742646	0.590897305	0.371712431	0.696154597	0.30842313	0.047947768	0.024241145
G60	0.818401513	0.854815401	0.566874809	0.900844058	0.447243209	0.457111495	0.426832826	0.372796524	0.437435848	0.016481728	0.072151264	0.105787714	0.819687922	0	0.49942823	0.55722805	0.065004568	0.841122678	0.466662917	0.856409376	0.430437116	0.394785336	0.466886618	0.394047473	0.783701721	0.488280019	0.848563195	0.168373076	0.783447592	0.123516538	0.805289916	0	0.552631984	0.300044657	0.701252672	0.334708322	0.173631319	0.900033939	0.805548253	0.872323936	0.660441552	0.047725693	0.09419545	0.396004373	0.842849947	0.859822481	0.422945703	0.094091548	0.056236385	0.081654228	0.534350728	0.765540762	0.514547932	0.213233247	0.447709733	0	0.548178498	0.287489159	0.783863809	0.036856969	0.332645147	0.459470666	0.433406372	0.159512048	0.451519183	0.819004891	0.821347677	0.409724912	0.29716119	0.436505434	0.892622077	0.050775306	0.61097181	0.171211865	0.129264301	0.478089904	0.009719283	0.575792238	0.77523577	0.812120218	0.222301001	0.267462934	0.636199479	0.043347505	0.855565852	0.446292442	0.804309881	0.883830129	0.41799853	0.070214165	0.088546413	0.031415368	0.301396631	0.312839902	0.647926993	0.456174346	0.785821734	0.274764418	0.057308447	0
G61	0.837145309	0.89458316	0.526024988	0.824310437	0.495196239	0.486902624	0.597966296	0.449315539	0.455920661	0.053086352	0	0.160460172	0.830940286	0.01518832	0.564432159	0.530021476	0.078251683	0.821218695	0.419571929	0.848486457	0.47671501	0.388290746	0.314444497	0.426629063	0.834587145	0.550953844	0.85706067	0.135263454	0.812772138	0.116726072	0.818720671	0.031920256	0.543437943	0.300817401	0.631771026	0.405288359	0.277462742	0.919566426	0.721816213	0.910942042	0.578610211	0.119690835	0.02359145	0.380490248	0.831928405	0.867906212	0.498441988	0	0.117374376	0.121662381	0.180345093	0.510281121	0.549853733	0.352989967	0.495778221	0.450885885	0.411822859	0.195092989	0.685860548	0.864701915	0.001072516	0.629752116	0.809124683	0.137398584	0.413383108	0.82502234	0.520465184	0.431912791	0.415420485	0.408984328	0.833499005	0.086014156	0.639004168	0.142182134	0.115980976	0.409369494	0	0.580447857	0.838532304	0.82365542	0.236864586	0.297625412	0.654784041	0	0.820408147	0.34630206	0.841267484	0.821560201	0.519501666	0.006265448	0.104601188	0.123423815	0.362821584	0.318529238	0.642495913	0.51564631	0.822067421	0.29159114	0	0
G62	0.87228951	0.832617083	0.524680053	0.86401475	0.400341342	0.485737218	0.430410776	0.319130586	0.379566151	0	0.019005694	0.106352689	0.871329581	0	0.582868365	0.518868075	0.126245113	0.863659927	0.485925565	0.841904961	0.506994075	0.45772595	0.472748997	0.392407068	0.776570922	0.452823404	0.81926912	0.141800938	0.845464136	0.09664455	0.766615737	0.099595301	0.592823146	0.268716803	0.704824103	0.383449095	0.17741173	0.820944666	0.813502214	0.867079855	0.584039303	0.051248554	0.108650598	0.46124369	0.897796335	0.822495238	0.459696632	0.070551791	0.058342456	0.140586452	0.503208818	0.705943574	0.534318052	0.063294792	0.445276226	0.436384481	0.437278286	0.250275314	0.717452089	0.857048903	0.34780004	0.008079913	0.468153528	0.156427824	0.37373044	0.878801828	0.521245091	0.833945875	0.355737215	0.386194673	0.826217504	0.131370568	0.634700428	0.180829244	0.050327446	0.518536383	0.002976908	0.630168623	0.856635565	0.886784691	0.318500275	0.263742336	0.692253144	0.052044007	0.836662645	0.386733686	0.863827724	0.744373736	0.436541657	0.01814249	0.05778037	0.009832989	0.282096034	0.289912739	0.642887209	0.524001181	0.831410554	0.26540237	0.095619057	0
G63	0.832800813	0.832791285	0.563895313	0.897406825	0.457471335	0.441809903	0.409405366	0.514038324	0.418600705	0	0.084104985	0.137191335	0.857608555	0.056693608	0.473691469	0.477445318	0.119927444	0.901375498	0.453125608	0.832734504	0.488649378	0.465649956	0.397024798	0.388808337	0.727903622	0.491404807	0.816584107	0.240854385	0.829914222	0.087973518	0.863554611	0.021860158	0.668644896	0.356640662	0.738203124	0.444922556	0.309016764	0.853942966	0.823023437	0.868520973	0.518342266	0.062549441	0.115193021	0.447486916	0.877717353	0.892019018	0.459367501	0	0.02580061	0.127080235	0.605203755	0.710269626	0.531253921	0.181832897	0.496200345	0.450305082	0.441053296	0.291289645	0.740036664	0.958978057	0.343878937	0.617109104	0	0.170194404	0.380990875	0.805909799	0.479090929	0.443311622	0.390786182	0.461901057	0.836437863	0	0.574007544	0.190868379	0.017340571	0.454574552	0.002981988	0.646952045	0.817068772	0.87890041	0.269611627	0.238013179	0.669618563	0.116998463	0.794487311	0.327768337	0.909027831	0.901912468	0.431714067	0.099301258	0.088863541	0.13387301	0.269487457	0.301131177	0.628776363	0.491950905	0.854774909	0.311675913	0.001978952	0.021164217
G64	0.883340046	0.784977185	0.528099881	0.788972695	0.412446035	0.45539272	0.423869704	0.321853754	0.439943721	0.047687728	0	0.1104201	0.835507843	0	0.507370184	0.457735042	0.080395039	0.776749922	0.400718923	0.835932405	0.558066599	0.394583327	0.458528175	0.41329902	0.717633948	0.441617134	0.770365365	0.206085335	0.867664745	0.147663023	0.777659186	0	0.597523503	0.26028159	0.681463173	0.371238254	0.269103446	0.801640697	0.880409657	0.808034104	0.703680647	0.02284206	0.154910868	0.379452344	0.821770288	0.870428375	0.462065274	0.102205875	0	0.064189283	0.440854259	0.71752729	0.485558729	0.074879941	0.408028375	0.451962259	0.351810574	0.241447384	0.828025726	0.825028705	0.2513226	0.669710329	0.468248695	0	0.338505251	0.819663022	0.536131962	0.493639988	0.408729746	0.389626852	0.874562168	0.017779229	0.574853506	0.106080177	0.047285477	0.440949694	0.019024845	0.637601109	0.844738026	0.901913284	0.283835725	0.313230222	0.563649033	0.090400214	0.77840581	0.394411338	0.844615908	0.831458361	0.407747321	0.032748329	0.075090948	0.111127839	0.241362967	0.331362151	0.588454284	0.43776171	0.899571971	0.210726636	0	0.048089904
G65	0.800556315	0.817832005	0.489633471	0.882381572	0.433571063	0.481887589	0.485458613	0.306558088	0.522657414	0.072882949	0.045911911	0.091485304	0.928579991	0.044983722	0.588273761	0.520553124	0.159021265	0.909923415	0.361280198	0.850785323	0.54969141	0.464653341	0.489552832	0.350680927	0.716711692	0.503892317	0.752098317	0.19790323	0.87366613	0.095782175	0.767882114	0.056093724	0.618380258	0.299756322	0.696909366	0.406237326	0.306911619	0.852209603	0.797118163	0.818934549	0.609390178	0.02847415	0.0883026	0.421000907	0.886722626	0.83158074	0.498461859	0.054505065	0.03320975	0.034497384	0.493908163	0.701156994	0.486408592	0.092381781	0.497882918	0.419280967	0.44821328	0.211497299	0.764396156	0.876918877	0.299818216	0.689049487	0.463241984	0.105069993	0	0.862292966	0.58637627	0.346194156	0.391942106	0	0.83911223	0.077721354	0.588449507	0.089693425	0	0.464455804	0.011233042	0.662501366	0.847272734	0.872345655	0.34495246	0.247321483	0.609324943	0.029817817	0.877301905	0.360191652	0.882304076	0.840243802	0.429452633	0	0.056012578	0.044565686	0.352827348	0.310028721	0.621660756	0.411633384	0.802745345	0.236736815	0.045261674	0.054899076
